19321001440542,19321005378892
19321932283762,19321935645204
19322934251569,19322937613711
19323936983685,19323942074649
19324938414085,19324941645426
19325940751897,19325943956337
19326943155709,19326948904981
19327945518882,19327949220728
19328947876709,19328951933159
19329949877331,19329953178972
19330952554962,19330956575012
19331954387782,19331958983739
19332956567807,19332959903348
19333958851433,19333962106473
19334961217660,19334965682615
19335963821552,19335967206895
19336965738250,19336969140493
19337968277856,19337971467097
19338970730361,19338974094404
19339972732160,19339975890501
19340975263066,19340978544408
19341977246965,19341980649809
19342979804171,19342983476818
19343982042222,19343985468964
19344984191363,19344987321001
19345986609707,19345989888047
19346989156953,19346993013701
19347991249493,19347994573234
19348993436435,19348996737676
19349995613976,19349998978418
19350998259724,19351001549764
19352000658958,19352004916911
19353002929988,19353006208829
19354004908715,19354008651761
19355007706152,19355012438710
19356009274373,19356013106720
19357011567304,19357015032046
19358013780733,19358018302789
19359016231266,19359020496518
19360018481986,19360022590236
19361020780504,19361025180058
19362022837119,19362026214460
19363025023136,19363028271675
19364027550956,19364032099512
19365029403969,19365032668509
19366031471884,19366034668323
19367036993642,19367040560886
19368036858236,19368041356991
19369038444300,19369041894941
19370040615870,19370043844409
19371042566838,19371045794377
19372045115413,19372048641855
19373047235283,19373051033428
19374049642056,19374054911719
19375051714525,19375057420594
19376053697027,19376058266282
19377055786140,19377059068579
19378058087255,19378061348494
19379060872775,19379065395230
19380062353481,19380066481230
19381064616195,19381068922647
19382066743308,19382070111949
19383068942422,19383072567866
19384071270383,19384074525123
19385073339753,19385076631493
19386075537825,19386078823865
19387077884299,19387081481142
19388079621265,19388082875404
19389082114140,19389085743684
19390084370812,19390087564451
19391086844987,19391090734835
19392088882809,19392092635854
19393091578702,19393095074644
19394093858990,19394097150530
19395096667785,19395099877123
19396099166976,19396102436915
19397101466364,19397105038307
19398103898354,19398108920514
19399106044441,19399109275680
19400108491828,19400112387776
19401110373054,19401114144200
19402112600384,19402115973025
19403114959216,19403118500759
19404117777553,19404122764114
19405119864581,19405123742929
19406122530317,19406126636067
19407124901948,19407128570393
19408127158309,19408131006455
19409129514311,19409133568259
19410131496109,19410134888149
19411134119714,19411139179274
19412135762308,19412139057547
19413138022909,19413141338348
19414140379011,19414143994254
19415142407209,19415145676348
19416145305603,19416149048648
19417146981021,19417151329673
19418149988555,19418154095605
19419151693273,19419154896612
19420154285902,19420158465553
19421156466427,19421159996469
19422158636451,19422165511734
19423160694073,19423164084014
19424162982041,19424166450183
19425164916793,19425168318634
19426167626555,19426172170309
19427169767909,19427174643368
19428171830863,19428176806723
19429174054118,19429177329058
19430176484276,19430181213733
19431178927435,19431182169174
19432181050532,19432185306573
19433183497555,19433188567505
19434185771177,19434189546414
19435188188901,19435192407541
19436190209820,19436193466851
19437192546790,19437195926831
19438194702112,19438198721461
19439196925235,19439201813294
19440199615214,19440202959254
19441201688976,19441205538422
19442203514235,19442207328181
19443205705499,19443208928637
19444208238766,19444211587607
19445210903035,19445214268476
19446212997898,19446216196336
19447215123361,19447218910506
19448217478997,19448220770537
19449219999331,19449223917578
19450222372763,19450227783528
19451224634593,19451227999534
19452226759122,19452230205864
19453228937352,19453232319993
19454231148882,19454234375921
19455233301511,19455237421461
19456235581205,19456240377058
19457238348667,19457243318022
19458240138619,19458243382155
19459242038471,19459245441609
19460244634932,19460248906679
19461246942989,19461251260137
19462249264146,19462254273001
19463250909496,19463254138832
19464253393645,19464256917488
19465256365139,19465260766693
19466258561924,19466262201168
19467261055613,19467264294952
19468263487801,19468267705952
19469266009890,19469271583157
19470268401277,19470271825518
19471269828453,19471273715700
19472272476616,19472276175960
19473274238064,19473278174512
19474276704821,19474280166163
19475278941975,19475283379129
19476281261930,19476286538994
19477282948578,19477286311618
19478285347634,19478288589673
19479288280397,19479293451159
